id,title,wage,vessel_type,vessel_name,start_date,contract_duration,trading_region,info_text
471515,2nd Engineer,$ 8 200 - $ 8 400 per month,Bulk Carrier,,30/11/2024,4 months,Liberia,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
Minimum sea time in rank 12 months, maximum age 50
"
462339,Chief Engineer,$ 9 500 - $ 9 800 per month,Container Ship,,10/12/2024,4 months,Liberia,
469826,3rd Engineer,$ 4 600 per month,RO-RO,,27/12/2024,5 months,Bahamas,
472769,Wiper,$ 1 300 per month,Bulk Carrier,,25/11/2024,6 months,Liberia,"
Information about vacancy Wiper (for Bulk Carrier):
ONLY UKRAINIAN CITIZENS.Українські моряки, які перебувають за кордоном, і тим морякам, які на офіційній основі можуть перетнути кордон.Please send your CV to Apply via Maritime ZoneEpsilon Odessa+38 (048) 728-00-54, (048) 728-00-62+380500105168 (TELEGRAM,VIBER)Address: French Boulevard 54/23Ukraine, Odessa
"
456236,4th Engineer,Salary Negotiable,Bulk Carrier,Worldwide,22/12/2024,4 months,Azerbaijan,"
Information about vacancy 4th Engineer (for Bulk Carrier):
Work experience : Minimum 2 contracts, according to the mentioned criterias.Additionally, Azerbaijani citizenship is desirable. 
"
470304,Chief Officer,Salary Negotiable,Bulk Carrier,,05/12/2024,4 months,,"
Information about vacancy Chief Officer (for Bulk Carrier):
Looking for CO to join Panamax BULK beg-mid DecemberYOB:2005   DWT:73691   BS flag Contract 4+/-1, salary depend on time in rankRequirements:With valid US visaSimilar DWT experienceCrew mix experience, good English language knowledgeStable sea service, positive characteristics from previous employersPlease send your CV to Apply via Maritime Zone or contact +380 67 197 26 97 (Viber/WhatsApp)You can follow us on WSM career page and monitor available vacancies for your rank on No fees in any form will be collected from Applicants:  
"
459593,3rd Engineer,$ 3 600 per month,Bulk Carrier,,30/11/2024,5 months,Marshall Islands,"
Information about vacancy 3rd Engineer (for Bulk Carrier):
Bulker DWT 172000/2005 Apply via Maritime Zone. - November 2024 Flag: Marshall Isl.3rd Eng USD 3600Contract duration 5 months Joining: Nov-Dec 2024REQ: experience in rank, good English, Covid vaccination, Ukrainian  Bio PP
"
473894,4th Engineer,$ 4 320 per month,Chemical tanker,,03/12/2024,4 months,,"
Information about vacancy 4th Engineer (for Chemical tanker):
1.	SB and CV dates must match.2.	Valid CES test is mandatory (we don't provide links).3.	All candidates, except  Indonesian, will need to pass CES and Marlins tests after the interview.4.	English proficiency is an advantage.5.	Minimum 12 months of experience in rank.6.	Age: up to 45 years.	7.	Visa – better to have. Send your CV via WhatsApp: +380961576853 Email: Apply via Maritime ZoneJoin our team – we are waiting for you!
"
473197,ETO,$ 6 550 - $ 7 400 per month,RO-RO,,12/01/2025,5 months,United Kingdom,
471450,AB Seaman,$ 1 800 per month,General cargo,,01/12/2024,3 months,West Africa,"
Information about vacancy AB Seaman (for General cargo):
Срочная вакансия АВ (II/5) на приемку балкера Посадка: Apply via Maritime Zone (по готовности судна и согласованием с агентом) в Китае, переход в Гвинею Контракт: 3+/-2 месяца ЗП: 1800usd, выплата в рублях по курсу ЦБ Регион работы: Гвинея, Западная Африка. Проект по перевалке боксита. Экипаж: Россия, Индонезия, Украина Требования: - прививка от желтой лихорадки - английский - рабочий - возраст до 55 лет Евгения +7 921 848 72 76
"
466546,Chief Officer,$ 11 000 per month,Chemical tanker,,26/11/2024,4 months,,"
Information about vacancy Chief Officer (for Chemical tanker):
With chemcial or soft chemcial experience
"
470168,ETO,$ 6 328 per month,Container Ship,,20/12/2024,4 months,Worldwide,"
Information about vacancy ETO (for Container Ship):
ETO ( Ukrainian nationality) are required to container vessels of CPO group. Contract duration 4 months; monthly Apply via Maritime Zone USD . Joining: DEC 2024 - JAN 2025. Mixed crews, good English knowledge, experience in rank compulsory. US visa. Rejoning bonus -150 USD for each month of performed contract.PLEASE SEND YOUR APPLICATION FORMS ON   stating NAME; RANKAll messengers:   +380504745178  - Mrs. Irina                        e-mail: 
"
473744,Chief Engineer,Salary Negotiable,Container Ship,,25/11/2024,4 months,Liberia,
441265,Trainee Engineer,$ 2 000 per month,Chemical tanker,Worldwide,20/11/2024,4 months,Panama,"
Information about vacancy Trainee Engineer (for Chemical tanker):
Experience on tankers, valid documentsGood english, mix crew experienceOOEW diploma on handsRussian officers, Indonesian ratings.
"
466403,Oiler,$ 1 800 - $ 1 900 per month,Chemical tanker,,20/11/2024,6 months,,"
Information about vacancy Oiler (for Chemical tanker):
Oiler on Chemical / Oil Products TankerDuration: 6 months +/- 1Embarkation: Apply via Maritime ZoneVISA: USA C1/DSalary: 1800 - 1900 USD per monthYear of build: 2019DWT: 49800Engine: MAN 6S50ME – 7180 KWEnglish: GoodCrew: MixedSailing area: WWMore vacancies on Telegram @tridentmaritime_vacanciesAnd contact us on LinkedIn [Apply on Telegram, WhatsApp, Viber +380687373735, +380957373735, +380667373735, +380977373735]
"
430799,ETO,$ 6 300 per month,Bulk Carrier,Worldwide,10/12/2024,6 months,Marshall Islands,"
Information about vacancy ETO (for Bulk Carrier):
relevant experience is required
"
460884,Chief Engineer,Salary Negotiable,Heavy lift vessel,,05/01/2025,5 months,,"
Information about vacancy Chief Engineer (for Heavy lift vessel):
Rank: CHIEF ENGINEERContract: 4+/-1 monthsEmbarkation: Apply via Maritime ZoneType: HEAVY LIFTDwt: 32279Engine Model: SULZER WARTSILA 7RT-flex50
"
472694,Chief Engineer,$ 7 200 per month,General cargo,,20/11/2024,4 months,,"
Information about vacancy Chief Engineer (for General cargo):
Promotion Prospects ;Personal Touch ;Timely Relief
"
473986,ETO,$ 6 800 per month,Crude Oil Tanker,,06/12/2024,4 months,,"
Information about vacancy ETO (for Crude Oil Tanker):
We are inviting candidates from UKRAINIAN, RUSSIAN ,GEORGIAN, GREEK to join our team.Requirements:•	Candidates should have good English and be ready to pass CES test•	Candidates should have min 3 contracts in rank and SAME dwt, SAME type of vessel.•	Max age 40 years•	All candidates should have no more than 2 SHIPOWNERS (not agency) during last 5-7 contracts.•	All candidates should not be ashore for more than 1 year.•	 I am ready to answer all your questions via WhatsApp.•	 Please send your CV to my WhatsApp: +380961576853•	 Email: Apply via Maritime Zone•	Join our team – we are waiting for you!
"
469522,El. Eng. Assistant,$ 2 000 per month,Bulk Carrier,Worldwide,22/11/2024,6 months,Marshall Islands,
449897,Master,Salary Negotiable,Bulk Carrier,Worldwide,29/12/2024,4 months,Azerbaijan,"
Information about vacancy Master (for Bulk Carrier):
Work experience : Minimum 2 contracts, according to the mentioned criterias.Additionally, Azerbaijani citizenship is desirable. 
"
468763,4th Engineer,$ 2 500 - $ 3 000 per month,Container Ship,,30/11/2024,5 months,,"
Information about vacancy 4th Engineer (for Container Ship):
4 EngContainer Vessels till 25 000 TEUsSalary: 2500-3000 USD or more (upon experience)Good EnglishExperience in rankApply via Maritime Zone
"
465151,3rd Engineer,$ 4 500 - $ 4 800 per month,LPG / LNG,Worldwide,01/12/2024,5 months,United Kingdom,"
Information about vacancy 3rd Engineer (for LPG / LNG):
12 months sea service experience in rank on Fully Refrigerated LPG
"
471407,3rd Engineer,$ 3 500 per month,Oil Products Tanker,,26/11/2024,4 months,,
471057,2nd Engineer,$ 6 500 per month,Container Ship,,25/11/2024,4 months,,"
Information about vacancy 2nd Engineer (for Container Ship):
Promotion Prospects;Salary in time;Re-joining Bonus;Reputable Container Owners;Fast Placement
"
457535,Messman,$ 1 000 per month,Power Station Vessel,Black Sea,25/11/2024,4 months,Liberia,"
Information about vacancy Messman (for Power Station Vessel):
• Duration - 4(+-1) months• Верификация на руках• Обновленные данные в РЕЗЕРВ+• Type of vessel - Power Station 3310 dwt• Location – Ukraine• Тема письма для Application Form - ""Power Station Vessel"" !!Наши контакты:Apply via Maritime ZoneOffice - +380 (48) 737 55 33 WhatsApp / Viber / Telegram - +380 (63) 73 755 33
"
473590,Chief Officer,$ 140 per day,Standby-safety vessel,,22/11/2024,2 months,Black Sea,"
Information about vacancy Chief Officer (for Standby-safety vessel):
Need CH OFF for guard vessel operating in Baltic sea
"
470216,Chief Engineer,Salary Negotiable,Crew boat,,22/11/2024,2 months,,"
Information about vacancy Chief Engineer (for Crew boat):
     VSL’s type – Crew Boat; Contract Duration: 60 +/-30 days; Area of sailing – Angola; Join date – ASAP; Comments: The candidate must hold Chief Engineer’s License; Minimum obligatory experience – 12 months on similar type of vessels actual on board in the rank of Chief Engineer; Please apply with: 1. Updated CV with details of sea service; 2. COC and Endorsement and all valid STCW certificates; 3. Passport copy; 4. Seaman’s book copies of all pages with details of sea service evidence of each vessel as detailed on CV; 5. References from previous employers; 6. Medical certificate; Candidates must be fully vaccinated against Covid-19. Apply via Navis Telegram Channel (NTC) Apply via Maritime Zone or get hired faster please fill in application form online on our website: 
"
454749,OS,$ 1 400 per month,Bulk Carrier,,20/11/2024,6 months,,
469037,3rd Officer,$ 3 400 per month,Reefer,,25/11/2024,6 months,Bahamas,"
Information about vacancy 3rd Officer (for Reefer):
DRY DOCKONLY UKRAINIAN CITIZENS.Українські моряки, які перебувають за кордоном, і тим морякам, які на офіційній основі можуть перетнути кордон.Please send your CV to Apply via Maritime ZoneEpsilon Odessa+38 (048) 728-00-54, (048) 728-00-62+380500105168 (TELEGRAM,VIBER)Address: French Boulevard 54/23Ukraine, Odessa
"
473969,Electric Cadet,$ 500 per month,RO-RO,,05/12/2024,4 months,,"
Information about vacancy Electric Cadet (for RO-RO):
Возможен старт в должности и переход с другого типа судна!Отправляйте анкету на WhatsApp +380639490001 Марк.
"
469467,Motorman,$ 1 870 per month,Coaster,,30/11/2024,4 months,,
467750,ETO,$ 7 200 per month,VLCC,,01/12/2024,5 months,,
473343,Electrician,$ 4 200 - $ 5 000 per month,Container Ship,,06/12/2024,6 months,,"
Information about vacancy Electrician (for Container Ship):
Возможен старт в должности и переход с другого типа судна!Отправляйте анкету на WhatsApp +380639490001 Марк.
"
473713,Chief Officer,$ 7 800 - $ 8 000 per month,Bulk Carrier,,02/12/2024,5 months,Greece,"
Information about vacancy Chief Officer (for Bulk Carrier):
Обязательно наличие опыта работы с кранами. Связь через вайбер или почту.
"
466141,2nd Engineer,$ 13 000 - $ 17 000 per month,Container Ship,,01/12/2024,2 months,,"
Information about vacancy 2nd Engineer (for Container Ship):
 МОЖНО СТАРТ CONTAINER VESSELDWT 30976YEARS BUILD 1980MAIN ENGINE : STEAM TURBINE Перегон на металлолом  GOOD  English    Steam Turbine Experience with  USA VISA2Eng - 13000USD- 17000 USDEMBARKATION/ ASAPCONTRACT 2+-1 months / Dec ️Сайт Apply via Maritime Zone️Эл. Почта ️Instagram: Тел.: +380634255373 Тел.: +380636357053Тел.: +380636389279Тел.: +380930978624
"
472102,Chief Engineer,$ 400 - $ 420 per day,Platform Supply vessel,,15/12/2024,2 months,East-Asia Pacific Area,"
Information about vacancy Chief Engineer (for Platform Supply vessel):
Requirements:- good experience in rank (from 18 months) on similar vessel- DP Maintenance- good English (Marlins is obligatory)- Full COVID vaccinationTo get this job please visit Apply via Maritime Zone and fill on-line application form.Phone: +380482371957 (ext. 101 - Ekaterina Kapustian)SEND YOUR CV to  FOR EKATERINA KAPUSTIAN
"
472047,Chief Officer,$ 8 000 - $ 9 000 per month,Container Ship,,19/11/2024,4 months,,"
Information about vacancy Chief Officer (for Container Ship):
ASAP , possible START!!!
"
474039,2nd Engineer,$ 6 500 - $ 7 000 per month,Cement Carrier,,28/11/2024,3 months,Cyprus,"
Information about vacancy 2nd Engineer (for Cement Carrier):
Greetings to the esteemed sailors who are considering this position! My name is Serhii I from Dese Crew Management and I want to propose to you this vacancy:• Rank: Second Engineer • Vessel type: Cement Carrier • DWT: 16 300• Year Built: 1996• Flag: Cyprus• Salary: 6500 - 7000 USD• Contract duration: 3+-1 months• Joining date: NOVEMBER____________________________________________________________REQUIREMENTS: - Good English, experience on vessels of the same type and similar DWT.______________________________________________________________I will answer all your questions via WhatsApp or TelegramPlease send your CV`s to my WhatsApp or my Email:Tel: +380995517593Email: Apply via Maritime Zone
"
473206,2nd Engineer,$ 8 000 per month,Container Ship,,11/12/2024,6 months,,"
Information about vacancy 2nd Engineer (for Container Ship):
Attractive Salary Package ;Time to Start;Promotion Prospects
"
471391,2nd Engineer,$ 7 440 per month,Bulk Carrier,,26/11/2024,5 months,,"
Information about vacancy 2nd Engineer (for Bulk Carrier):
Bulk Carrier YOB - 2023DWT - 209800GRT - 113085ME - MAN-B&W 6G70ME-C 15840 kWSecond Engineer - 7440 USDDuration 5 +/- 1 monthsJoining - End of NovPOSSIBLE START IN RANK
"
470979,3rd Officer,$ 3 700 per month,Chemical tanker,,01/12/2024,5 months,,"
Information about vacancy 3rd Officer (for Chemical tanker):
Мати досвід роботи обов'язково на Танкерах.Надсилайте свою анкету на Viber +38066 416 06 91
"
473569,AB / Crane Operator,$ 250 per day,Construction vessel,,02/12/2024,2 months,,"
Information about vacancy AB / Crane Operator (for Construction vessel):
VSL’s type – OCV DP2 with accom 238 PAX, Moonpool, Helideck and Crane; Wages – 250 USD per day; Contract Duration: 70 days; Area of sailing – Mexican Gulf; Join date – ASAP; Comments: The candidate must hold First Class Seaman License, Crane Operator`s Certificate (Sparrows Stage 3/ EnerMech Stage 3/ G5/ AIS Survivex), valid US visa OR Mexico resident. Minimum obligatory experience –  24 months on similar types of vessels actual on board in the rank of Crane Operator with Crane AHC Lattice Boom; Please apply with: 1. Updated CV with details of sea service; 2. COC and Endorsement and all valid STCW certificates; 3. Passport copy; 4. Seaman’s book and Log Book copies of all pages with details of sea service evidence of each vessel as detailed on CV; 5. References from previous employers; 6. Medical certificate. Apply via Navis Telegram Channel (NTC) Apply via Maritime Zone or get hired faster please fill in application form online on our website: 
"
468775,Master,$ 9 000 - $ 11 000 per month,RO-RO,,30/11/2024,5 months,,"
Information about vacancy Master (for RO-RO):
MasterRo-PaxSalary: 9000-11000 USD Good EnglishExperience in rankApply via Maritime Zone
"
